,Title,Auction Type,Artist Name #1,Artist Name #2,Instagram Page,Instagram Page 2,Instagram Followers,Instagram Followers 2,Avg Likes,Avg Likes2,Spotify Monthly Listeners #1,Spotify Page #2,Spotify Monthly Listeners #2,SoundCloud Page,SoundCloud Followers,SoundCloud Page #2,SoundCloud Followers #2,YouTube Page,YouTube Subscribers,YouTube Total Views,Price,12 Month Royalties,,
459,R&B & Pop Catalog: Featuring Trey Songz,Music,Treyz Songz,Justin Bieber,treysongz,justinbieber,12758365,180572422,135314,1643722,,,,,,Justin Bieber,1159017,https://www.youtube.com/user/kidrauhl,,25283670597,11750,2539,,
460,Production Catalog: Telemundo MTV & More,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,25000,2063,,
461,"Kanye West's 4x Platinum ""All Of The Lights""",Music,Kanye West,,kanyewest,,5337059,nan,391195,nan,,,,Kanye West,1118996,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,27700,4870,,
462,Catalog Featuring Yelawolf & More,Music,Yelawolf,Chris Brown,yelawolf,chrisbrownofficial,1090445,85885446,23341,168784,,,,Yelawolf,50356,Chris Brown,6278426,https://www.youtube.com/user/ChrisBrownTV,,11993143202,28200,849,,
463,Consistent Hip-Hop Royalties From Nappy Roots,Music,Nappy Roots,,nappyroots,,34658,nan,241,nan,,,,Nappy Roots,1196,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,13100,4550,,
464,Music From Popular Children’s TV Series,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,22000,10083,,
465,Publishing: Platinum-Certified “Whip My Hair”,Music,Willow Smith,,willowsmith,,8348596,nan,201410,nan,,,,Willow Smith,66140,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,117000,6308,,
466,Rock + Production Music in TV & Commercials,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,8100,20865,,
467,R&B: Trey Songz Boyz II Men & More,Music,Treyz Songz,Boys II Men,treysongz,,12758364,nan,135314,nan,,,,,,Boys II Men,10915,https://www.youtube.com/channel/UCIP_rqrDBiovNIbHLve7nNA,,825172243,11500,2668,,
468,Music Used in Reality TV Shows,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,14500,14835,,
469,Hip-Hop: Jeezy Rick Ross & More,Music,Jeezy,Rick Ross,jeezy,richbyrickross,4826844,182988,78482,256,,,,Jeezy,101474,Rick Ross,164065,https://www.youtube.com/channel/UCHO1BdBZw927UtUGhxYOGwA,,1606954586,24000,4369,,
470,Grammy-Winning Christian Hip-Hop,Music,TobyMac,,tobymac,,1175689,nan,19392,nan,,,,TobyMac,9125,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,7300,9167,,
471,Pop Hits: Ariana Grande Chris Brown & J.Lo,Music,Ariana Grande,Chris Brown,arianagrande,chrisbrownofficial,247417910,85885451,5245366,168784,,,,Ariana Grande,663466,Chris Brown,6278426,https://www.youtube.com/user/ChrisBrownTV,,11993143202,33500,1069,,
472,Global Pop Catalog,Music,Madcon,Bonnie Anderson,,bonnieandersonmusic,,109595,nan,2734,,,,Madcon,1245,Bonnie Anderson,83,https://www.youtube.com/user/bonnieandersonmusic1,,3121431,67500,1563,,
473,Consistent Streaming-Driven Hip-Hop Royalties,Music,Cam Meekins,,cammeekins,,27770,nan,546,nan,,,,Cam Meekins,50323,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,33000,19330,,
474,Licensing Revenue: Premium Stock Video Footage,Video,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,113500,34978,,
475,Growing Royalties: 80s/90s Pop Hits,Music,Dino,,,,,nan,nan,nan,,,,Dino,57,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,14000,16098,,
476,Music Placed in 100s of TV Series,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,65000,5879,,
477,Long-Standing Christian Worship Catalog,Music,Bill Gaither,Gaither Vocal Band,,,,nan,nan,nan,,,,Bill Gaither,439,Gaither Vocal Band,3042,https://www.youtube.com/user/gstudiosvideo,,2044879133,37500,3412,,
478,Recent Releases from Rising Hip-Hop/R&B Artists,Music,Bas,VanJess,,,,nan,nan,nan,,,,Bas,114326,VanJess,14659,https://www.youtube.com/channel/UCgJatLa4tfRzeawBs0BVafw,,8002723,30000,8449,,
479,Indie-Electronic Artist Mux Mool,Music,Mux Mool,Bassnectar,muxmool,,4522,nan,137,nan,,,,Mux Mool,16840,Bassnectar,771691,https://www.youtube.com/user/BassnectarLabs,,193687736,6400,5983,,
480,Music From Reality TV Series & Sportscasts,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,12500,3401,,
481,"Theme Song From Fox's ""Raising Hope""",TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,62500,2899,,
482,International Dance Hit by Avicii,Music,Avicii,Human,,,,nan,nan,nan,,,,Avicii,1913864,Human,34549,https://www.youtube.com/channel/UCT2dUsMtd08RfaH12O9DCDg,,11002231,145000,14616,,
483,Hip-Hop: Rick Ross Drake and Lil Wayne,Music,Rick Ross,Drake,richbyrickross,champagnepapi,182733,84493727,254,1249689,,,,Rick Ross,164003,Drake,2757143,https://www.youtube.com/user/DrakeOfficial,,10139151619,53000,15455,,
484,60s Latin Music Sampled by Christina Aguilera,Music,Christina Aguilera,,xtina,,7563181,nan,164276,nan,,,,Christina Aguilera,25923,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,32000,8647,,
485,Hip-Hop: Featuring Timbaland & Drake,Music,Timbaland,Drake,timbaland,champagnepapi,3468218,84493728,10548,1249689,,,,Timbaland,66800,Drake,2757143,https://www.youtube.com/user/DrakeOfficial,,10139151619,33000,5136,,
486,Growing R&B Catalog Featuring Avant,Music,Avant,Keke Wyatt,,,,nan,nan,nan,,,,Avant,5948,Keke Wyatt,3364,https://www.youtube.com/user/mskekewyatt,,64430794,44000,36743,,
487,R&B Sound Recording Royalties,Music,Meaku,,therealmeaku,,34240,nan,467,nan,,,,Meaku,1800,,938,https://www.youtube.com/user/5o5aization,,56400,27500,3011,,
488,Production Catalog: Sportscasts & Reality TV,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,23500,5299,,
489,Christian Worship Music,Music,William Murphy,Myron Butler & Levi,williammurphyiii,,226969,nan,510,nan,,,,William Murphy,1190,Myron Butler & Levi,22,https://www.youtube.com/user/MyronButlerLeviVEVO,,907735,20200,4351,,
490,Beyoncé Rita Ora Kylie Minogue & More,Music,Beyoncé,Rita Ora,beyonce,ritaora,189409714,16021940,3000477,166008,,,,Beyoncé,1770751,Rita Ora,310026,https://www.youtube.com/user/ritaora,,2124479115,84500,3281,,
491,Alternative Rock Sales & Streaming From Anarbor,Music,Anarbor,,anarbor,,16098,nan,802,nan,,,,Anarbor,2043,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,94000,10833,,
492,Music From Sports Reality & Cable TV Shows,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,48000,5635,,
493,Catalog Featuring 50 Cent J. Cole Ludacris + More,Music,50 Cent,J. Cole,50cent,realcoleworld,26733132,7115826,226128,728506,,,,50 Cent,1778910,J. Cole,2354643,https://www.youtube.com/user/jcolemusic,,2248720440,32000,1774,,
494,Sales & Streaming: Hip-Hop Catalog,Music,Chrishan,,princechrishan,,104137,nan,2756,nan,,,,Chrishan,10604,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,92000,3383,,
495,Sound Recording Royalties: Indie Folk/Pop,Music,Jordan DePaul,,,,,nan,nan,nan,,,,Jordan DePaul,48,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,23150,5813,,
496,Production Music: Hit Reality TV & More,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,38500,3199,,
497,Busta Rhymes & Mariah Carey,Music,Mariah Carey,,mariahcarey,,10110806,nan,187279,nan,,,,Mariah Carey,616475,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,36500,9865,,
498,Hip-Hop: Sales & Streaming,Music,Earlly Mac,A$AP Ferg,earllymac,asapferg,26144,4123287,601,52630,,,,Earlly Mac,13023,A$AP Ferg,1197526,https://www.youtube.com/user/asapfergofficial,,907830779,24500,4893,,
499,Electronic Dance Hit “Fractures” From Illenium,Music,Illenium,Nevve,illenium,,651986,nan,37014,nan,,,,Illenium,541446,Nevve,24606,https://www.youtube.com/channel/UCuY6qdt22nJIlFYvY-jdtyw,,2423348,82000,18677,,
500,Catalog Featuring Gold & Platinum Artists,Music,Elle King,Avril Lavigne,elleking,avrillavigne,318379,9248140,10519,574951,,,,Elle King,14065,Avril Lavigne,191514,https://www.youtube.com/user/AvrilLavigne,,5028575067,81000,3963,,
501,Production Music: Cable and Reality TV Sports & Film,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,55500,3914,,
502,'90s Alternative & Children's Music,Music,Pearl Jam,Brad,pearljam,,2689312,nan,23928,nan,,,,Pearl Jam,27120,Brad,134927,https://www.youtube.com/channel/UCo3ixhcZiwcmwVnqJlFJ2Iw,,65354658,14050,6718,,
503,Diverse Hip-Hop and R&B Catalog,Music,KB,Keke Palmer,kb_kevinboy,keke,115530,10543846,2657,89143,,,,KB,9581,Keke Palmer,31382,https://www.youtube.com/channel/UCL3LCxA2Bs7NKE-RFiCSagw,,1802,26750,23966,,
504,No. 1 Country Song: “Suds In The Bucket”,Music,Sara Evans,,saraevansmusic,,284262,nan,3279,nan,,,,Sara Evans,1347,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,50000,5182,,
505,Progressive Rock Sound Recording Royalties,Music,Awaken I Am,,awakeniam,,34610,nan,653,nan,,,,Awaken I Am,63,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,28250,2302,,
506,Sales & Streaming: Indie Electronic,Music,FMLYBND,,fmlybnd,,3767,nan,358,nan,,,,FMLYBND,9017,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,42000,9999,,
507,Christian Rock Catalog,Music,Sanctus Real,,sanctusreal,,70620,nan,387,nan,,,,Sanctus Real,1642,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,36000,12977,,
508,Custom Music Used In Over 600 TV Series,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,140000,9089,,
509,Catalog Featuring Hot Hip-Hop Single,Music,Yung L.A., Young Dro,,,,nan,nan,nan,,,,Yung L.A.,82611,Young Dro,6032,https://www.youtube.com/channel/UCyfoiONrB6UkvdeE4HJSMEw,,72972765,28000,16945,,
510,Hip-Hop Sound Recording Royalties,Music,Hopsin ,Snoop Dogg,hopsin,snoopdogg,1512677,61887879,75372,130604,,,,Hopsin,134178,Snoop Dogg,1000769,https://www.youtube.com/user/westfesttv,,2499365633,35500,13255,,
511,Indie Folk Sales & Streaming,Music,Beauville,NoMBe,,nombe,,66082,nan,1467,,,,Beauville,2605,NoMBe,33057,https://www.youtube.com/user/Rookiemusiq,,5584647,42000,6383,,
512,Music Featured in Popular Nickelodeon Shows,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,97500,20752,,
513,Hip-Hop: Rick Ross Drake Lil Wayne,Music,Rick Ross,Li Wayne,richbyrickross,liltunechi,182734,13523850,254,188792,,,,Rick Ross,164003,Li Wayne,171,https://www.youtube.com/user/YMWayneCarter,,4556754344,41500,4970,,
514,Akon's 3x Platinum Hit “Don't Matter”,Music,Akon,Kehlani,akon,kehlani,7555264,12987768,48871,408379,,,,Akon,141890,Kehlani,713450,https://www.youtube.com/user/kehlanimusic,,1461133514,28000,18466,,
515,Huge Catalog of Covers & Instrumentals,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,75000,5064,,
516,R&B From Babyface,Music,Babyface,Kalin and Miles,babyface,kalinandmyles,1246729,277698,34657,15944,,,,Babyface,1601,Kalin and Miles,58206,https://www.youtube.com/user/omgisthatmyles,,25097363,81000,7183,,
517,Dance Music: DJ Cassidy R. Kelly Robin Thicke,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/user/5o5aization,,56400,56000,8636,,
518,Production Music Used In Sports Cable Reality TV,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,90500,4728,,
519,70s Soft Rock: “Sharing The Night Together”,Music,Dr. Hook,,DrHookOfficial,,4591,nan,237,nan,,,,Dr. Hook,714,,938,https://www.youtube.com/user/5o5aization,,56400,177000,13380,,
520,Recent Hip-Hop Hit,Music,Plies,,plies,,8574749,nan,186608,nan,,,,Plies,33659,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,33500,15838,,
521,Contemporary Worship: Producer & Publishing Royalties,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,126000,6232,,
522,Hip-Hop Catalog Featuring Kyle Lucas,Music,Kyle Lucas,,kylelucas,,29249,nan,808,nan,,,,Kyle Lucas,6493,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,32000,25027,,
523,"Platinum Pop Hit ""Replay"" and More",Music,Zendaya, Jennifer Hudson,zendaya,iamjhud,99129351,3184986,4932159,22554,,,,Zendaya,10873,Jennifer Hudson,9861,https://www.youtube.com/user/jenniferhudson,,272128216,109500,4818,,
524,Alternative Metal Sound Recording Royalties,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,40500,2411,,
525,Production Music Catalog: Reality TV & More,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,50500,20833,,
526,Sales & Streaming: R&B/Soul Catalog,Music,Hollywood Anderson,,,,,nan,nan,nan,,,,Hollywood Anderson,8177,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,37250,3021,,
527,Popular Christian Worship Music,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,36500,15651,,
528,Indie Rock Sound Recording Royalties,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,65000,23972,,
529,Consistent Sound Recording Royalties: Indie Hip-Hop,Music,Cam Meekins,,cammeekins,,27770,nan,546,nan,,,,Cam Meekins,50323,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,101500,2324,,
530,Production Music In Hit Reality TV + More,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,32500,5838,,
531,Music In “Deadpool” “Old School” & More,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,148500,8793,,
532,Sales & Streaming: Dance/Choreography Music,Music,Drehz,,drehzmusic,,1230,nan,83,nan,,,,Drehz,851,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,30000,11317,,
533,"Santana's ""No One To Depend On""",Music,Santana,,,,,nan,nan,nan,,,,Santana,12134,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,40250,11470,,
534,Iconic Etta James Song with Commercial Appeal,Music,Etta James.,Leroy Kirkland,,,,nan,nan,nan,,,,Etta James.,5618,Leroy Kirkland,22,https://www.youtube.com/user/lrkirkland,,4432,144000,2981,,
535,Music Used In Popular Reality TV Shows,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,17750,5060,,
536,"""For Free"" - DJ Khaled Ft. Drake",Music,DJ Khaled,Drake,djkhaled,champagnepapi,25105905,84493777,121425,1249690,,,,DJ Khaled,190930,Drake,2757144,https://www.youtube.com/user/DrakeOfficial,,10139151619,44500,4992,,
537,"Theme Music: ""In Touch Ministries""",Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,124500,10420,,
538,R&B and Pop Music With Global Earnings,Music,Charlie Wilson,JRDN,,jrdnrestaurant,,1736,nan,35,,,,Charlie Wilson,10481,JRDN,709,https://www.youtube.com/user/JRDNmusic,,2251365,18500,5233,,
539,"Indie Pop Used in ""New Girl"" & More",Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,25500,11934,,
540,Music Used In Sports Reality & Cable TV Shows,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,70750,3398,,
541,Theme Music: ABC News Flagship Shows,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,60000,4807,,
542,Time-Honored Christian Worship Music,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,81000,40349,,
543,Songs from Mutemath's Back Catalog,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,24250,45785,,
544,Production Music: Hot Reality TV Shows,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,30000,20190,,
545,"Alabama's ""If You're Gonna Play In Texas""",Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,56000,23737,,
546,Pop Hits: Ariana Grande Chris Brown J.Lo,Music,Chris Brown,Ariana Grande,chrisbrownofficial,arianagrande,85824507,247678190,167740,6040888,,,,Chris Brown,6278173,Ariana Grande,664288,https://www.youtube.com/user/osnapitzari,,19427740847,71000,4547,,
547,Hip-Hop Catalog Featuring T.I.,Music,LL Cool J,R Kelly,llcoolj,rkelly,2416432,1376825,21815,80607,,,,LL Cool J,5589,R Kelly,4514339,https://www.youtube.com/user/RKellyTV,,2780148482,32500,3906,,
548,Contemporary Christian Hits,Music,Unspoken,,unspokenmusic,,102652,nan,765,nan,,,,Unspoken,1669,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,54500,3823,,
549,Hip-Hop: Featuring Timbaland and Drake,Music,Timbaland,Drake,timbaland,champagnepapi,3468225,84493780,10607,1249691,,,,Timbaland,66800,Drake,2757144,https://www.youtube.com/user/DrakeOfficial,,10139151619,34500,2736,,
550,Migos' “Fight Night” and More,Music,Migos,,migos,,11837462,nan,69947,nan,,,,Migos,1252102,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,45000,11372,,
551,"Music From TV Show ""Cheaters""",Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,228000,4768,,
552,N'Vision Entertainment: Sound Recording Royalties,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,190000,3925,,
553,Bethel Music: Publishing & Producer Royalties,Music,Bethel Music.,,bethelmusic,,1702609,nan,8072,nan,,,,Bethel Music.,43044,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,122000,4047,,
554,"Theme Music: ""In Touch Ministries""",Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,107000,6546,,
555,R&B/Pop Catalog Featuring Trey Songz,Music,Trey Songz,Justin Bieber,treysongz,justinbieber,12758401,180572544,135314,1643959,,,,Trey Songz,139116,Justin Bieber,1159017,https://www.youtube.com/user/kidrauhl,,25283670597,33000,1235,,
556,Michael Martin Murphey's “Wildfire”,Music,Michael Martin Murphey,,michaelmartinmurphey,,5367,nan,328,nan,,,,Michael Martin Murphey,60,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,68000,4911,,
557,Gucci Mane's “Wasted” and More,Music,Gucci Mane,Plies,laflare1017,plies,14751211,8576076,204533,186646,,,,Gucci Mane,872151,Plies,33698,https://www.youtube.com/user/PliesWorld,,805542862,26500,5959,,
558,Hip-Hop: Dem Franchize Boyz,Music, Dem Franchize Boyz, Twenty One Pilots,demfranchizeboyz,twentyonepilots,12601,8225230,117,380996,,,,Dem Franchize Boyz,703,Twenty One Pilots,296326,https://www.youtube.com/user/twentyonepilots,,3756140298,23000,10763,,
559,8x Platinum No. 1 Hit “See You Again” by Wiz Khalifa,Music,Wiz Khalifa,Charlie Puth,wizkhalifa,charlieputh,32861447,15322110,393722,604752,,,,Wiz Khalifa,1201211,Charlie Puth,319304,https://www.youtube.com/user/CharliesVlogs,,7418414813,102000,16681,,
560,Music in “Pawn Stars” & “America's Got Talent”,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,22000,8382,,
561,Sound Recording Royalties: Electronic Dance Music,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,17000,148838,,
562,Ambient Music Used in Film & TV,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,19500,33115,,
563,'80s R&B '90s Hip-Hop & More,Music,Luniz,Tom Novy,,tomnovy,,21145,nan,180,,,,Luniz,862,Tom Novy,1211,https://www.youtube.com/user/tomnovyofficial,,7013029,58000,9054,,
564,"The Black Eyed Peas: ""Just Can't Get Enough""",Music,The Black Eyed Peas,,bep,,873643,nan,7530,nan,,,,The Black Eyed Peas,38950,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,17200,4696,,
565,Production Music: CBS's “How I Met Your Mother”,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,29500,2348,,
566,Ginuwine: “In Those Jeans”,Music,Ginuwine,,ginuwine,,859401,nan,2845,nan,,,,Ginuwine,8989,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,37000,1901,,
567,Popular Worship Music,Music, Kari Jobe,Bethel Music,karijobe,bethelmusic,1468188,1702468,18885,8389,,,,Kari Jobe,6645,Bethel Music,43061,https://www.youtube.com/user/ibethelmusic,,1720395985,48000,3558,,
568,Pop and R&B: Shakira & Jamie Foxx,Music,Shakira,Jamie Fox,shakira,iamjamiefoxx,70280509,12855308,506506,71067,,,,Shakira,306258,Jamie Fox,187,https://www.youtube.com/channel/UCYaAUhtbMMFxOQi0M0zoHDw,,52,72500,1166,,
569,Music Featured in Reality TV Franchises,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,37000,1785,,
570,King Lil G: Five Royalty Streams + Copyrights,Music,King Lil G,,kinglilg,,934799,nan,28601,nan,,,,King Lil G,97054,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,420000,2460,,
571,Chris Brown's Platinum Hit “Party” - 2 of 2,Music,Chris Brown,,chrisbrownofficial,,85824691,nan,167743,nan,,,,Chris Brown,6278174,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,30000,7680,,
572,Chris Brown's Platinum Hit “Party” - 1 of 2,Music,Chris Brown,,chrisbrownofficial,,85824715,nan,167744,nan,,,,Chris Brown,6278174,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,40000,41004,,
573,How to Draw Cool Stuff,Drawing Book,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,140000,3632,,
574,Theme Music: ABC News Flagship Shows,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,44000,4624,,
575,Chris Brown's “Grass Ain't Greener”,Music,Chris Brown,,chrisbrownofficial,,85824744,nan,167744,nan,,,,Chris Brown,6278174,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,38000,9834,,
576,Production Music Used in 200+ Shows,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,26500,2278,,
577,'90s Alternative and Children's Music,Music,Pearl Jam,Brad,pearljam,,2689318,nan,23929,nan,,,,Pearl Jam,27120,Brad,134927,https://www.youtube.com/channel/UCo3ixhcZiwcmwVnqJlFJ2Iw,,65354658,19200,3648,,
578,Up & Coming Hip-Hop Artists,Music,Lil Niqo,Chaz French,lilniqo,chaz.french,528516,34777,4316,1391,,,,Lil Niqo,4754,Chaz French,16272,https://www.youtube.com/user/ChazFrenchhh,,2787597,17050,10097,,
579,Country Music: Justin Moore + Johnny Reid,Music,Justin Moore,Johnny Reid,justincolemoore,johnnyreidofficial,719105,21562,10113,684,,,,Justin Moore,7357,Johnny Reid,238,https://www.youtube.com/user/JohnnyReidMusic,,24536584,28500,108500,,
580,Cage The Elephant “In One Ear”,Music, Cage The Elephant,,cagetheelephant,,613893,nan,31113,nan,,,,Cage The Elephant,87508,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,16950,12290,,
581,Hip-Hop Catalog Featuring Bounce Music,Music,Beyoncé,,beyonce,,189412945,nan,3000496,nan,,,,Beyoncé,1770754,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,12700,4498,,
582,Hip-Hop: Cam'ron & Juelz Santana,Music,Cam'ron,Juelz Santana,mr_camron,thejuelzsantana,2142530,2465088,42536,20032,,,,Cam'ron,3732,Juelz Santana,4670,https://www.youtube.com/user/JuelzSantanaVEVO,,38493747,15500,1275,,
583,Electronic Dance & Production Music,Music,Starkillers, Nadia Ali,starkillers,thenadiaali,12654,84213,22,3934,,,,Starkillers,30858,Nadia Ali,41867,https://www.youtube.com/user/fcrlofficial,,1041084,39250,1898,,
584,Licensing Revenue: Premium Stock Video Footage,Catalog,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,175000,3300,,
